ActivitySiteID,ActivityDescription,BookingEndDateTime (Month / Day / Year),BookingStartTime,MaxBookees,Number Booked,Price (INR),BookingEndDateTime,DateOfWeek,Month,Week,OccupancyRate
HXP,20-20-20  2.45pm-3.45pm,08-Apr-18,14:45:00,25,12,499.0,2018-04-08,Sunday,4,14,0.48
HXP,20-20-20  2.45pm-3.45pm,15-Apr-18,14:45:00,25,15,499.0,2018-04-15,Sunday,4,15,0.6
HXP,20-20-20  2.45pm-3.45pm,22-Apr-18,14:45:00,25,14,499.0,2018-04-22,Sunday,4,16,0.56
HXP,20-20-20  2.45pm-3.45pm,29-Apr-18,14:45:00,25,9,499.0,2018-04-29,Sunday,4,17,0.36
HXP,20-20-20  2.45pm-3.45pm,06-May-18,14:45:00,25,7,499.0,2018-05-06,Sunday,5,18,0.28
HXP,20-20-20  2.45pm-3.45pm,13-May-18,14:45:00,25,10,499.0,2018-05-13,Sunday,5,19,0.4
HXP,20-20-20  2.45pm-3.45pm,20-May-18,14:45:00,25,7,499.0,2018-05-20,Sunday,5,20,0.28
HXP,20-20-20  2.45pm-3.45pm,27-May-18,14:45:00,25,3,499.0,2018-05-27,Sunday,5,21,0.12
TSC,20-20-20 7.00-8.00pm,04-Apr-18,19:00:00,24,10,499.0,2018-04-04,Wednesday,4,14,0.42
TSC,20-20-20 7.00-8.00pm,11-Apr-18,19:00:00,24,12,499.0,2018-04-11,Wednesday,4,15,0.5
TSC,20-20-20 7.00-8.00pm,18-Apr-18,19:00:00,24,9,499.0,2018-04-18,Wednesday,4,16,0.38
TSC,20-20-20 7.00-8.00pm,25-Apr-18,19:00:00,24,5,499.0,2018-04-25,Wednesday,4,17,0.21
TSC,20-20-20 7.00-8.00pm,02-May-18,19:00:00,24,6,499.0,2018-05-02,Wednesday,5,18,0.25
TSC,20-20-20 7.00-8.00pm,09-May-18,19:00:00,24,5,499.0,2018-05-09,Wednesday,5,19,0.21
TSC,20-20-20 7.00-8.00pm,16-May-18,19:00:00,24,6,499.0,2018-05-16,Wednesday,5,20,0.25
TSC,20-20-20 7.00-8.00pm,23-May-18,19:00:00,24,6,499.0,2018-05-23,Wednesday,5,21,0.25
TSC,20-20-20 7.00-8.00pm,30-May-18,19:00:00,24,7,499.0,2018-05-30,Wednesday,5,22,0.29
NBL,20-20-20 9.30-10.30am,03-Apr-18,9:30:00,60,42,499.0,2018-04-03,Tuesday,4,14,0.7
NBL,20-20-20 9.30-10.30am,10-Apr-18,9:30:00,60,34,499.0,2018-04-10,Tuesday,4,15,0.57
NBL,20-20-20 9.30-10.30am,17-Apr-18,9:30:00,60,37,499.0,2018-04-17,Tuesday,4,16,0.62
NBL,20-20-20 9.30-10.30am,24-Apr-18,9:30:00,60,33,499.0,2018-04-24,Tuesday,4,17,0.55
NBL,20-20-20 9.30-10.30am,01-May-18,9:30:00,60,34,499.0,2018-05-01,Tuesday,5,18,0.57
NBL,20-20-20 9.30-10.30am,08-May-18,9:30:00,60,28,499.0,2018-05-08,Tuesday,5,19,0.47
NBL,20-20-20 9.30-10.30am,15-May-18,9:30:00,60,31,499.0,2018-05-15,Tuesday,5,20,0.52
NBL,20-20-20 9.30-10.30am,22-May-18,9:30:00,60,31,499.0,2018-05-22,Tuesday,5,21,0.52
NBL,20-20-20 9.30-10.30am,29-May-18,9:30:00,60,30,499.0,2018-05-29,Tuesday,5,22,0.5
SBP,20-20-20 9.30-10.30am,04-Apr-18,9:30:00,35,18,499.0,2018-04-04,Wednesday,4,14,0.51
SBP,20-20-20 9.30-10.30am,11-Apr-18,9:30:00,35,12,499.0,2018-04-11,Wednesday,4,15,0.34
SBP,20-20-20 9.30-10.30am,18-Apr-18,9:30:00,35,14,499.0,2018-04-18,Wednesday,4,16,0.4
SBP,20-20-20 9.30-10.30am,25-Apr-18,9:30:00,35,14,499.0,2018-04-25,Wednesday,4,17,0.4
SBP,20-20-20 9.30-10.30am,02-May-18,9:30:00,35,12,499.0,2018-05-02,Wednesday,5,18,0.34
SBP,20-20-20 9.30-10.30am,09-May-18,9:30:00,35,13,499.0,2018-05-09,Wednesday,5,19,0.37
SBP,20-20-20 9.30-10.30am,16-May-18,9:30:00,35,11,499.0,2018-05-16,Wednesday,5,20,0.31
SBP,20-20-20 9.30-10.30am,23-May-18,9:30:00,35,14,499.0,2018-05-23,Wednesday,5,21,0.4
SBP,20-20-20 9.30-10.30am,30-May-18,9:30:00,35,7,499.0,2018-05-30,Wednesday,5,22,0.2
BRP,20:20:20  10-11 Am,03-Apr-18,10:00:00,35,32,499.0,2018-04-03,Tuesday,4,14,0.91
BRP,20:20:20  10-11 Am,10-Apr-18,10:00:00,35,26,499.0,2018-04-10,Tuesday,4,15,0.74
BRP,20:20:20  10-11 Am,17-Apr-18,10:00:00,35,24,499.0,2018-04-17,Tuesday,4,16,0.69
BRP,20:20:20  10-11 Am,24-Apr-18,10:00:00,35,23,499.0,2018-04-24,Tuesday,4,17,0.66
BRP,20:20:20  10-11 Am,01-May-18,10:00:00,35,22,499.0,2018-05-01,Tuesday,5,18,0.63
BRP,20:20:20  10-11 Am,08-May-18,10:00:00,35,30,499.0,2018-05-08,Tuesday,5,19,0.86
BRP,20:20:20  10-11 Am,15-May-18,10:00:00,35,18,499.0,2018-05-15,Tuesday,5,20,0.51
BRP,20:20:20  10-11 Am,22-May-18,10:00:00,35,24,499.0,2018-05-22,Tuesday,5,21,0.69
BRP,20:20:20  10-11 Am,29-May-18,10:00:00,35,28,499.0,2018-05-29,Tuesday,5,22,0.8
BRP,20:20:20  10.00-11.00am,05-Apr-18,10:00:00,35,25,499.0,2018-04-05,Thursday,4,14,0.71
BRP,20:20:20  10.00-11.00am,12-Apr-18,10:00:00,35,23,499.0,2018-04-12,Thursday,4,15,0.66
BRP,20:20:20  10.00-11.00am,19-Apr-18,10:00:00,35,21,499.0,2018-04-19,Thursday,4,16,0.6
BRP,20:20:20  10.00-11.00am,26-Apr-18,10:00:00,35,29,499.0,2018-04-26,Thursday,4,17,0.83
BRP,20:20:20  10.00-11.00am,03-May-18,10:00:00,35,20,499.0,2018-05-03,Thursday,5,18,0.57
BRP,20:20:20  10.00-11.00am,10-May-18,10:00:00,35,24,499.0,2018-05-10,Thursday,5,19,0.69
BRP,20:20:20  10.00-11.00am,17-May-18,10:00:00,35,29,499.0,2018-05-17,Thursday,5,20,0.83
BRP,20:20:20  10.00-11.00am,31-May-18,10:00:00,35,14,499.0,2018-05-31,Thursday,5,22,0.4
HXP,20:20:20  11am -12noon,07-Apr-18,11:00:00,25,10,499.0,2018-04-07,Saturday,4,14,0.4
HXP,20:20:20  11am -12noon,14-Apr-18,11:00:00,25,10,499.0,2018-04-14,Saturday,4,15,0.4
HXP,20:20:20  11am -12noon,28-Apr-18,11:00:00,25,11,499.0,2018-04-28,Saturday,4,17,0.44
HXP,20:20:20  11am -12noon,05-May-18,11:00:00,25,13,499.0,2018-05-05,Saturday,5,18,0.52
HXP,20:20:20  11am -12noon,12-May-18,11:00:00,25,16,499.0,2018-05-12,Saturday,5,19,0.64
HXP,20:20:20  11am -12noon,19-May-18,11:00:00,25,10,499.0,2018-05-19,Saturday,5,20,0.4
HXP,20:20:20  11am -12noon,26-May-18,11:00:00,25,6,499.0,2018-05-26,Saturday,5,21,0.24
BRP,20:20:20  9.30-10.30am,06-Apr-18,9:30:00,35,26,499.0,2018-04-06,Friday,4,14,0.74
BRP,20:20:20  9.30-10.30am,13-Apr-18,9:30:00,35,20,499.0,2018-04-13,Friday,4,15,0.57
BRP,20:20:20  9.30-10.30am,20-Apr-18,9:30:00,35,30,499.0,2018-04-20,Friday,4,16,0.86
BRP,20:20:20  9.30-10.30am,27-Apr-18,9:30:00,35,27,499.0,2018-04-27,Friday,4,17,0.77
BRP,20:20:20  9.30-10.30am,04-May-18,9:30:00,35,33,499.0,2018-05-04,Friday,5,18,0.94
BRP,20:20:20  9.30-10.30am,11-May-18,9:30:00,35,34,499.0,2018-05-11,Friday,5,19,0.97
BRP,20:20:20  9.30-10.30am,18-May-18,9:30:00,35,32,499.0,2018-05-18,Friday,5,20,0.91
BRP,20:20:20  9.30-10.30am,25-May-18,9:30:00,35,29,499.0,2018-05-25,Friday,5,21,0.83
NBL,20:20:20 9.30-10.30am,05-Apr-18,9:30:00,60,22,499.0,2018-04-05,Thursday,4,14,0.37
NBL,20:20:20 9.30-10.30am,19-Apr-18,9:30:00,60,14,499.0,2018-04-19,Thursday,4,16,0.23
NBL,20:20:20 9.30-10.30am,26-Apr-18,9:30:00,60,14,499.0,2018-04-26,Thursday,4,17,0.23
NBL,20:20:20 9.30-10.30am,03-May-18,9:30:00,60,16,499.0,2018-05-03,Thursday,5,18,0.27
NBL,20:20:20 9.30-10.30am,10-May-18,9:30:00,60,14,499.0,2018-05-10,Thursday,5,19,0.23
NBL,20:20:20 9.30-10.30am,17-May-18,9:30:00,60,14,499.0,2018-05-17,Thursday,5,20,0.23
NBL,20:20:20 9.30-10.30am,24-May-18,9:30:00,60,18,499.0,2018-05-24,Thursday,5,21,0.3
NBL,20:20:20 9.30-10.30am,31-May-18,9:30:00,60,24,499.0,2018-05-31,Thursday,5,22,0.4
SBP,45min Madness 9.15-10am,03-Apr-18,9:15:00,35,11,1499.0,2018-04-03,Tuesday,4,14,0.31
SBP,45min Madness 9.15-10am,10-Apr-18,9:15:00,35,19,1499.0,2018-04-10,Tuesday,4,15,0.54
SBP,45min Madness 9.15-10am,17-Apr-18,9:15:00,35,19,1499.0,2018-04-17,Tuesday,4,16,0.54
SBP,45min Madness 9.15-10am,24-Apr-18,9:15:00,35,21,1499.0,2018-04-24,Tuesday,4,17,0.6
SBP,45min Madness 9.15-10am,01-May-18,9:15:00,35,18,1499.0,2018-05-01,Tuesday,5,18,0.51
SBP,45min Madness 9.15-10am,08-May-18,9:15:00,35,15,1499.0,2018-05-08,Tuesday,5,19,0.43
SBP,45min Madness 9.15-10am,15-May-18,9:15:00,35,19,1499.0,2018-05-15,Tuesday,5,20,0.54
SBP,45min Madness 9.15-10am,22-May-18,9:15:00,35,18,1499.0,2018-05-22,Tuesday,5,21,0.51
SBP,45min Madness 9.15-10am,29-May-18,9:15:00,35,12,1499.0,2018-05-29,Tuesday,5,22,0.34
SBP,Abs Blast 7.45-8.15am,03-Apr-18,7:45:00,20,4,999.0,2018-04-03,Tuesday,4,14,0.2
SBP,Abs Blast 7.45-8.15am,10-Apr-18,7:45:00,20,1,999.0,2018-04-10,Tuesday,4,15,0.05
SBP,Abs Blast 7.45-8.15am,17-Apr-18,7:45:00,20,2,999.0,2018-04-17,Tuesday,4,16,0.1
SBP,Abs Blast 7.45-8.15am,24-Apr-18,7:45:00,20,1,999.0,2018-04-24,Tuesday,4,17,0.05
SBP,Abs Blast 7.45-8.15am,01-May-18,7:45:00,20,2,999.0,2018-05-01,Tuesday,5,18,0.1
SBP,Abs Blast 7.45-8.15am,08-May-18,7:45:00,20,2,999.0,2018-05-08,Tuesday,5,19,0.1
SBP,Abs Blast 7.45-8.15am,15-May-18,7:45:00,20,2,999.0,2018-05-15,Tuesday,5,20,0.1
SBP,Abs Blast 7.45-8.15am,22-May-18,7:45:00,20,2,999.0,2018-05-22,Tuesday,5,21,0.1
SBP,Abs Blast 7.45-8.15am,29-May-18,7:45:00,20,2,999.0,2018-05-29,Tuesday,5,22,0.1
BRP,Aerobics,03-Apr-18,19:30:00,35,24,799.0,2018-04-03,Tuesday,4,14,0.69
BRP,Aerobics,10-Apr-18,19:30:00,35,17,799.0,2018-04-10,Tuesday,4,15,0.49
BRP,Aerobics,17-Apr-18,19:30:00,35,27,799.0,2018-04-17,Tuesday,4,16,0.77
BRP,Aerobics,24-Apr-18,19:30:00,35,21,799.0,2018-04-24,Tuesday,4,17,0.6
BRP,Aerobics,01-May-18,19:30:00,35,23,799.0,2018-05-01,Tuesday,5,18,0.66
BRP,Aerobics,08-May-18,19:30:00,35,29,799.0,2018-05-08,Tuesday,5,19,0.83
BRP,Aerobics,15-May-18,19:30:00,35,23,799.0,2018-05-15,Tuesday,5,20,0.66
BRP,Aerobics,22-May-18,19:30:00,35,28,799.0,2018-05-22,Tuesday,5,21,0.8
BRP,Aerobics,29-May-18,19:30:00,35,24,799.0,2018-05-29,Tuesday,5,22,0.69
SBP,Aerobics,18-May-18,10:00:00,35,30,799.0,2018-05-18,Friday,5,20,0.86
BRP,Aerobics 6.00-7.00pm,09-Apr-18,18:00:00,35,32,799.0,2018-04-09,Monday,4,15,0.91
BRP,Aerobics 6.00-7.00pm,16-Apr-18,18:00:00,35,35,799.0,2018-04-16,Monday,4,16,1.0
BRP,Aerobics 6.00-7.00pm,23-Apr-18,18:00:00,35,32,799.0,2018-04-23,Monday,4,17,0.91
BRP,Aerobics 6.00-7.00pm,30-Apr-18,18:00:00,35,33,799.0,2018-04-30,Monday,4,18,0.94
BRP,Aerobics 6.00-7.00pm,14-May-18,18:00:00,35,28,799.0,2018-05-14,Monday,5,20,0.8
BRP,Aerobics 6.00-7.00pm,21-May-18,18:00:00,35,31,799.0,2018-05-21,Monday,5,21,0.89
SBP,Aqua Babies 12 -12.30am,16-Apr-18,12:00:00,10,11,1499.0,2018-04-16,Monday,4,16,1.1
SBP,Aqua Babies 12 -12.30am,23-Apr-18,12:00:00,10,3,1499.0,2018-04-23,Monday,4,17,0.3
SBP,Aqua Babies 12 -12.30am,30-Apr-18,12:00:00,10,3,1499.0,2018-04-30,Monday,4,18,0.3
SBP,Aqua Babies 12 -12.30am,14-May-18,12:00:00,10,7,1499.0,2018-05-14,Monday,5,20,0.7
SBP,Aqua Babies 12 -12.30am,21-May-18,12:00:00,10,7,1499.0,2018-05-21,Monday,5,21,0.7
SBP,Aqua Babies 9.30-10.00am,06-Apr-18,9:30:00,10,6,1499.0,2018-04-06,Friday,4,14,0.6
SBP,Aqua Babies 9.30-10.00am,13-Apr-18,9:30:00,10,4,1499.0,2018-04-13,Friday,4,15,0.4
SBP,Aqua Babies 9.30-10.00am,20-Apr-18,9:30:00,10,7,1499.0,2018-04-20,Friday,4,16,0.7
SBP,Aqua Babies 9.30-10.00am,27-Apr-18,9:30:00,10,5,1499.0,2018-04-27,Friday,4,17,0.5
SBP,Aqua Babies 9.30-10.00am,04-May-18,9:30:00,10,6,1499.0,2018-05-04,Friday,5,18,0.6
SBP,Aqua Babies 9.30-10.00am,11-May-18,9:30:00,10,5,1499.0,2018-05-11,Friday,5,19,0.5
SBP,Aqua Babies 9.30-10.00am,18-May-18,9:30:00,10,10,1499.0,2018-05-18,Friday,5,20,1.0
SBP,Aqua Fit 11.15-12.00,09-Apr-18,11:15:00,35,33,999.0,2018-04-09,Monday,4,15,0.94
SBP,Aqua Fit 11.15-12.00,16-Apr-18,11:15:00,35,32,999.0,2018-04-16,Monday,4,16,0.91
SBP,Aqua Fit 11.15-12.00,23-Apr-18,11:15:00,35,35,999.0,2018-04-23,Monday,4,17,1.0
SBP,Aqua Fit 11.15-12.00,30-Apr-18,11:15:00,35,31,999.0,2018-04-30,Monday,4,18,0.89
SBP,Aqua Fit 11.15-12.00,14-May-18,11:15:00,35,34,999.0,2018-05-14,Monday,5,20,0.97
SBP,Aqua Fit 11.15-12.00,21-May-18,11:15:00,35,33,999.0,2018-05-21,Monday,5,21,0.94
HXP,Aqua Fit 12.15 -13.15,05-Apr-18,12:15:00,25,13,999.0,2018-04-05,Thursday,4,14,0.52
HXP,Aqua Fit 12.15 -13.15,06-Apr-18,12:15:00,25,16,999.0,2018-04-06,Friday,4,14,0.64
HXP,Aqua Fit 12.15 -13.15,12-Apr-18,12:15:00,25,19,999.0,2018-04-12,Thursday,4,15,0.76
HXP,Aqua Fit 12.15 -13.15,13-Apr-18,12:15:00,25,10,999.0,2018-04-13,Friday,4,15,0.4
HXP,Aqua Fit 12.15 -13.15,19-Apr-18,12:15:00,25,16,999.0,2018-04-19,Thursday,4,16,0.64
HXP,Aqua Fit 12.15 -13.15,20-Apr-18,12:15:00,25,13,999.0,2018-04-20,Friday,4,16,0.52
HXP,Aqua Fit 12.15 -13.15,26-Apr-18,12:15:00,25,16,999.0,2018-04-26,Thursday,4,17,0.64
HXP,Aqua Fit 12.15 -13.15,27-Apr-18,12:15:00,25,12,999.0,2018-04-27,Friday,4,17,0.48
HXP,Aqua Fit 12.15 -13.15,03-May-18,12:15:00,25,13,999.0,2018-05-03,Thursday,5,18,0.52
HXP,Aqua Fit 12.15 -13.15,04-May-18,12:15:00,25,13,999.0,2018-05-04,Friday,5,18,0.52
HXP,Aqua Fit 12.15 -13.15,10-May-18,12:15:00,25,13,999.0,2018-05-10,Thursday,5,19,0.52
HXP,Aqua Fit 12.15 -13.15,11-May-18,12:15:00,25,4,999.0,2018-05-11,Friday,5,19,0.16
HXP,Aqua Fit 12.15 -13.15,18-May-18,12:15:00,25,11,999.0,2018-05-18,Friday,5,20,0.44
HXP,Aqua Fit 12.15 -13.15,24-May-18,12:15:00,25,13,999.0,2018-05-24,Thursday,5,21,0.52
HXP,Aqua Fit 12.15 -13.15,25-May-18,12:15:00,25,14,999.0,2018-05-25,Friday,5,21,0.56
HXP,Aqua Fit 12.15-13.00,02-Apr-18,12:15:00,25,11,999.0,2018-04-02,Monday,4,14,0.44
HXP,Aqua Fit 12.15-13.00,09-Apr-18,12:15:00,25,17,999.0,2018-04-09,Monday,4,15,0.68
HXP,Aqua Fit 12.15-13.00,16-Apr-18,12:15:00,25,17,999.0,2018-04-16,Monday,4,16,0.68
HXP,Aqua Fit 12.15-13.00,23-Apr-18,12:15:00,25,22,999.0,2018-04-23,Monday,4,17,0.88
HXP,Aqua Fit 12.15-13.00,30-Apr-18,12:15:00,25,21,999.0,2018-04-30,Monday,4,18,0.84
HXP,Aqua Fit 12.15-13.00,07-May-18,12:15:00,25,6,999.0,2018-05-07,Monday,5,19,0.24
HXP,Aqua Fit 12.15-13.00,14-May-18,12:15:00,25,11,999.0,2018-05-14,Monday,5,20,0.44
HXP,Aqua Fit 12.15-13.00,21-May-18,12:15:00,25,14,999.0,2018-05-21,Monday,5,21,0.56
HXP,Aqua Fit 12.15-13.00,28-May-18,12:15:00,25,7,999.0,2018-05-28,Monday,5,22,0.28
BRP,Aqua Fit 2.45 -3.45pm,04-Apr-18,14:45:00,35,24,999.0,2018-04-04,Wednesday,4,14,0.69
BRP,Aqua Fit 2.45 -3.45pm,11-Apr-18,14:45:00,35,32,999.0,2018-04-11,Wednesday,4,15,0.91
BRP,Aqua Fit 2.45 -3.45pm,18-Apr-18,14:45:00,35,29,999.0,2018-04-18,Wednesday,4,16,0.83
BRP,Aqua Fit 2.45 -3.45pm,25-Apr-18,14:45:00,35,25,999.0,2018-04-25,Wednesday,4,17,0.71
BRP,Aqua Fit 2.45 -3.45pm,02-May-18,14:45:00,35,28,999.0,2018-05-02,Wednesday,5,18,0.8
BRP,Aqua Fit 2.45 -3.45pm,09-May-18,14:45:00,35,27,999.0,2018-05-09,Wednesday,5,19,0.77
BRP,Aqua Fit 2.45 -3.45pm,16-May-18,14:45:00,35,16,999.0,2018-05-16,Wednesday,5,20,0.46
BRP,Aqua Fit 2.45 -3.45pm,23-May-18,14:45:00,35,20,999.0,2018-05-23,Wednesday,5,21,0.57
BRP,Aqua Fit 2.45 -3.45pm,30-May-18,14:45:00,35,23,999.0,2018-05-30,Wednesday,5,22,0.66
SBP,Aqua Fit 3.00-3.50pm,03-Apr-18,15:00:00,35,29,999.0,2018-04-03,Tuesday,4,14,0.83
SBP,Aqua Fit 3.00-3.50pm,10-Apr-18,15:00:00,35,17,999.0,2018-04-10,Tuesday,4,15,0.49
SBP,Aqua Fit 3.00-3.50pm,17-Apr-18,15:00:00,35,14,999.0,2018-04-17,Tuesday,4,16,0.4
SBP,Aqua Fit 3.00-3.50pm,24-Apr-18,15:00:00,35,20,999.0,2018-04-24,Tuesday,4,17,0.57
SBP,Aqua Fit 3.00-3.50pm,01-May-18,15:00:00,35,23,999.0,2018-05-01,Tuesday,5,18,0.66
SBP,Aqua Fit 3.00-3.50pm,08-May-18,15:00:00,35,17,999.0,2018-05-08,Tuesday,5,19,0.49
SBP,Aqua Fit 3.00-3.50pm,15-May-18,15:00:00,35,18,999.0,2018-05-15,Tuesday,5,20,0.51
SBP,Aqua Fit 3.00-3.50pm,22-May-18,15:00:00,35,21,999.0,2018-05-22,Tuesday,5,21,0.6
SBP,Aqua Fit 3.00-3.50pm,29-May-18,15:00:00,35,23,999.0,2018-05-29,Tuesday,5,22,0.66
HXP,Aqua Fit 4pm - 5pm,22-Apr-18,16:00:00,25,20,999.0,2018-04-22,Sunday,4,16,0.8
HXP,Aqua Fit 4pm - 5pm,29-Apr-18,16:00:00,25,13,999.0,2018-04-29,Sunday,4,17,0.52
HXP,Aqua Fit 4pm - 5pm,13-May-18,16:00:00,25,10,999.0,2018-05-13,Sunday,5,19,0.4
HXP,Aqua Fit 4pm - 5pm,20-May-18,16:00:00,25,5,999.0,2018-05-20,Sunday,5,20,0.2
HXP,Aqua Fit 4pm - 5pm,27-May-18,16:00:00,25,11,999.0,2018-05-27,Sunday,5,21,0.44
SBP,Aqua Tots & Babies 10.30-,06-Apr-18,10:30:00,10,2,1499.0,2018-04-06,Friday,4,14,0.2
SBP,Aqua Tots & Babies 10.30-,13-Apr-18,10:30:00,10,6,1499.0,2018-04-13,Friday,4,15,0.6
SBP,Aqua Tots & Babies 10.30-,20-Apr-18,10:30:00,10,5,1499.0,2018-04-20,Friday,4,16,0.5
SBP,Aqua Tots & Babies 10.30-,27-Apr-18,10:30:00,10,9,1499.0,2018-04-27,Friday,4,17,0.9
SBP,Aqua Tots & Babies 10.30-,04-May-18,10:30:00,10,5,1499.0,2018-05-04,Friday,5,18,0.5
SBP,Aqua Tots & Babies 10.30-,11-May-18,10:30:00,10,8,1499.0,2018-05-11,Friday,5,19,0.8
SBP,Aqua Tots & Babies 10.30-,18-May-18,10:30:00,10,4,1499.0,2018-05-18,Friday,5,20,0.4
BRP,Aqua Tots 10 -10.30am,07-Apr-18,10:00:00,10,9,999.0,2018-04-07,Saturday,4,14,0.9
BRP,Aqua Tots 10 -10.30am,14-Apr-18,10:00:00,10,10,999.0,2018-04-14,Saturday,4,15,1.0
BRP,Aqua Tots 10 -10.30am,21-Apr-18,10:00:00,10,10,999.0,2018-04-21,Saturday,4,16,1.0
BRP,Aqua Tots 10 -10.30am,28-Apr-18,10:00:00,10,10,999.0,2018-04-28,Saturday,4,17,1.0
BRP,Aqua Tots 10 -10.30am,05-May-18,10:00:00,10,10,999.0,2018-05-05,Saturday,5,18,1.0
BRP,Aqua Tots 10 -10.30am,12-May-18,10:00:00,10,9,999.0,2018-05-12,Saturday,5,19,0.9
BRP,Aqua Tots 10 -10.30am,19-May-18,10:00:00,10,10,999.0,2018-05-19,Saturday,5,20,1.0
BRP,Aqua Tots 10 -10.30am,26-May-18,10:00:00,10,7,999.0,2018-05-26,Saturday,5,21,0.7
SBP,Aqua Tots 10.00-10.30am,06-Apr-18,10:00:00,10,2,999.0,2018-04-06,Friday,4,14,0.2
SBP,Aqua Tots 10.00-10.30am,13-Apr-18,10:00:00,10,2,999.0,2018-04-13,Friday,4,15,0.2
SBP,Aqua Tots 10.00-10.30am,20-Apr-18,10:00:00,10,5,999.0,2018-04-20,Friday,4,16,0.5
SBP,Aqua Tots 10.00-10.30am,27-Apr-18,10:00:00,10,7,999.0,2018-04-27,Friday,4,17,0.7
SBP,Aqua Tots 10.00-10.30am,04-May-18,10:00:00,10,8,999.0,2018-05-04,Friday,5,18,0.8
SBP,Aqua Tots 10.00-10.30am,11-May-18,10:00:00,10,7,999.0,2018-05-11,Friday,5,19,0.7
SBP,Aqua Tots 10.00-10.30am,18-May-18,10:00:00,10,4,999.0,2018-05-18,Friday,5,20,0.4
BRP,Aqua Tots 11.00-11.30am,04-Apr-18,11:00:00,10,2,999.0,2018-04-04,Wednesday,4,14,0.2
BRP,Aqua Tots 11.00-11.30am,11-Apr-18,11:00:00,10,4,999.0,2018-04-11,Wednesday,4,15,0.4
BRP,Aqua Tots 11.00-11.30am,18-Apr-18,11:00:00,10,5,999.0,2018-04-18,Wednesday,4,16,0.5
BRP,Aqua Tots 11.00-11.30am,25-Apr-18,11:00:00,10,6,999.0,2018-04-25,Wednesday,4,17,0.6
BRP,Aqua Tots 11.00-11.30am,02-May-18,11:00:00,10,6,999.0,2018-05-02,Wednesday,5,18,0.6
BRP,Aqua Tots 11.00-11.30am,09-May-18,11:00:00,10,7,999.0,2018-05-09,Wednesday,5,19,0.7
BRP,Aqua Tots 11.00-11.30am,16-May-18,11:00:00,10,7,999.0,2018-05-16,Wednesday,5,20,0.7
BRP,Aqua Tots 11.00-11.30am,23-May-18,11:00:00,10,6,999.0,2018-05-23,Wednesday,5,21,0.6
SBP,Aqua Tots 9.00-9.30am,06-Apr-18,9:00:00,10,3,999.0,2018-04-06,Friday,4,14,0.3
SBP,Aqua Tots 9.00-9.30am,13-Apr-18,9:00:00,10,3,999.0,2018-04-13,Friday,4,15,0.3
SBP,Aqua Tots 9.00-9.30am,20-Apr-18,9:00:00,10,2,999.0,2018-04-20,Friday,4,16,0.2
SBP,Aqua Tots 9.00-9.30am,27-Apr-18,9:00:00,10,3,999.0,2018-04-27,Friday,4,17,0.3
SBP,Aqua Tots 9.00-9.30am,04-May-18,9:00:00,10,4,999.0,2018-05-04,Friday,5,18,0.4
SBP,Aqua Tots 9.00-9.30am,11-May-18,9:00:00,10,4,999.0,2018-05-11,Friday,5,19,0.4
SBP,Aqua Tots 9.00-9.30am,18-May-18,9:00:00,10,2,999.0,2018-05-18,Friday,5,20,0.2
TSC,Aqua Zumba  12.00-1.00pm,06-Apr-18,12:00:00,25,15,1999.0,2018-04-06,Friday,4,14,0.6
TSC,Aqua Zumba  12.00-1.00pm,13-Apr-18,12:00:00,25,12,1999.0,2018-04-13,Friday,4,15,0.48
TSC,Aqua Zumba  12.00-1.00pm,20-Apr-18,12:00:00,25,14,1999.0,2018-04-20,Friday,4,16,0.56
TSC,Aqua Zumba  12.00-1.00pm,27-Apr-18,12:00:00,25,14,1999.0,2018-04-27,Friday,4,17,0.56
TSC,Aqua Zumba  12.00-1.00pm,11-May-18,12:00:00,25,14,1999.0,2018-05-11,Friday,5,19,0.56
TSC,Aqua Zumba  12.00-1.00pm,18-May-18,12:00:00,25,10,1999.0,2018-05-18,Friday,5,20,0.4
TSC,Aqua Zumba  12.00-1.00pm,25-May-18,12:00:00,25,16,1999.0,2018-05-25,Friday,5,21,0.64
BRP,Aquababies 10.00 -10.30am,09-Apr-18,10:00:00,10,7,1499.0,2018-04-09,Monday,4,15,0.7
BRP,Aquababies 10.00 -10.30am,16-Apr-18,10:00:00,10,9,1499.0,2018-04-16,Monday,4,16,0.9
BRP,Aquababies 10.00 -10.30am,23-Apr-18,10:00:00,10,10,1499.0,2018-04-23,Monday,4,17,1.0
BRP,Aquababies 10.00 -10.30am,30-Apr-18,10:00:00,10,10,1499.0,2018-04-30,Monday,4,18,1.0
BRP,Aquababies 10.00 -10.30am,14-May-18,10:00:00,10,7,1499.0,2018-05-14,Monday,5,20,0.7
BRP,Aquababies 10.00 -10.30am,21-May-18,10:00:00,10,6,1499.0,2018-05-21,Monday,5,21,0.6
BRP,Aquababies 10.30-11.00am,04-Apr-18,10:30:00,10,6,1499.0,2018-04-04,Wednesday,4,14,0.6
BRP,Aquababies 10.30-11.00am,11-Apr-18,10:30:00,10,3,1499.0,2018-04-11,Wednesday,4,15,0.3
BRP,Aquababies 10.30-11.00am,18-Apr-18,10:30:00,10,5,1499.0,2018-04-18,Wednesday,4,16,0.5
BRP,Aquababies 10.30-11.00am,25-Apr-18,10:30:00,10,8,1499.0,2018-04-25,Wednesday,4,17,0.8
